time,Docked,pPrimed,Primed,Fusion,Transition 5
0.0,9798.0,196.0,5.0,1.0,0.0
0.0001,9797.84,196.15,5.01,1.0,0.0
0.0002,9797.82,196.15,5.03,1.0,0.0
0.0003,9797.84,196.14,5.02,1.0,0.0
0.0004,9797.79,196.17,5.04,1.0,0.0
0.0005,9797.7,196.25,5.05,1.0,0.0
0.0006,9797.76,196.19,5.05,1.0,0.0
0.0007,9797.65,196.3,5.05,1.0,0.0
0.0008,9797.71,196.25,5.04,1.0,0.0
0.0009,9797.71,196.25,5.03,1.01,0.01
0.001,9797.76,196.2,5.03,1.01,0.0
0.0011,9797.71,196.24,5.04,1.01,0.0
0.0012,9797.89,196.06,5.04,1.01,0.0
0.0013,9798.03,195.93,5.03,1.01,0.0
0.0014,9798.06,195.92,5.01,1.01,0.0
0.0015,9797.88,196.1,5.01,1.01,0.0
0.0016,9797.83,196.15,5.01,1.01,0.0
0.0017,9797.77,196.21,5.01,1.01,0.0
0.0018,9797.82,196.19,4.98,1.01,0.0
0.0019,9797.78,196.23,4.98,1.01,0.0
0.002,9797.82,196.19,4.98,1.01,0.0
0.0021,9797.88,196.15,4.96,1.01,0.0
0.0022,9797.94,196.09,4.96,1.01,0.0
0.0023,9798.0,196.04,4.95,1.01,0.0
0.0024,9798.0,196.05,4.94,1.01,0.0
0.0025,9798.1,195.96,4.93,1.01,0.0
0.0026,9798.05,196.01,4.93,1.01,0.0
0.0027,9797.99,196.08,4.92,1.01,0.0
0.0028,9798.05,196.02,4.92,1.01,0.0
0.0029,9798.16,195.92,4.91,1.01,0.0
0.003,9798.2,195.88,4.91,1.01,0.0
0.0031,9798.28,195.79,4.92,1.01,0.0
0.0032,9798.39,195.67,4.93,1.01,0.0
0.0033,9798.42,195.64,4.92,1.02,0.01
0.0034,9798.43,195.64,4.91,1.02,0.0
0.0035,9798.39,195.68,4.91,1.02,0.0
0.0036,9798.33,195.73,4.92,1.02,0.0
0.0037,9798.3,195.77,4.91,1.02,0.0
0.0038,9798.4,195.68,4.9,1.02,0.0
0.0039,9798.5,195.58,4.9,1.02,0.0
0.004,9798.48,195.61,4.89,1.02,0.0
0.0041,9798.56,195.52,4.9,1.02,0.0
0.0042,9798.51,195.57,4.9,1.02,0.0
0.0043,9798.44,195.64,4.9,1.02,0.0
0.0044,9798.43,195.66,4.89,1.02,0.0
0.0045,9798.52,195.59,4.87,1.02,0.0
0.0046,9798.4,195.71,4.87,1.02,0.0
0.0047,9798.37,195.75,4.85,1.03,0.01
0.0048,9798.32,195.79,4.86,1.03,0.0
0.0049,9798.33,195.78,4.86,1.03,0.0
0.005,9798.41,195.68,4.88,1.03,0.0
0.0051,9798.48,195.61,4.88,1.03,0.0
0.0052,9798.49,195.6,4.88,1.03,0.0
0.0053,9798.5,195.58,4.89,1.03,0.0
0.0054,9798.47,195.61,4.89,1.03,0.0
0.0055,9798.6,195.49,4.88,1.03,0.0
0.0056,9798.65,195.45,4.87,1.03,0.0
0.0057,9798.61,195.54,4.82,1.03,0.0
0.0058,9798.63,195.51,4.83,1.03,0.0
0.0059,9798.71,195.42,4.84,1.03,0.0
0.006,9798.78,195.34,4.85,1.03,0.0
0.0061,9798.73,195.4,4.84,1.03,0.0
0.0062,9798.68,195.45,4.84,1.03,0.0
0.0063,9798.66,195.48,4.83,1.03,0.0
0.0064,9798.67,195.46,4.84,1.03,0.0
0.0065,9798.68,195.45,4.84,1.03,0.0
0.0066,9798.73,195.4,4.84,1.03,0.0
0.0067,9798.76,195.36,4.85,1.03,0.0
0.0068,9798.74,195.39,4.84,1.03,0.0
0.0069,9798.76,195.37,4.84,1.03,0.0
0.007,9798.84,195.29,4.84,1.03,0.0
0.0071,9798.93,195.19,4.85,1.03,0.0
0.0072,9798.87,195.27,4.83,1.03,0.0
0.0073,9798.92,195.22,4.83,1.03,0.0
0.0074,9798.88,195.28,4.82,1.02,0.0
0.0075,9798.9,195.26,4.82,1.02,0.0
0.0076,9798.95,195.21,4.82,1.02,0.0
0.0077,9798.87,195.29,4.82,1.02,0.0
0.0078,9798.85,195.3,4.83,1.02,0.0
0.0079,9798.82,195.32,4.84,1.02,0.0
0.008,9798.77,195.37,4.84,1.02,0.0
0.0081,9798.76,195.38,4.84,1.02,0.0
0.0082,9798.79,195.36,4.83,1.02,0.0
0.0083,9798.64,195.52,4.82,1.02,0.0
0.0084,9798.64,195.52,4.82,1.02,0.0
0.0085,9798.67,195.5,4.81,1.02,0.0
0.0086,9798.72,195.45,4.81,1.02,0.0
0.0087,9798.67,195.52,4.79,1.02,0.0
0.0088,9798.7,195.51,4.77,1.02,0.0
0.0089,9798.66,195.56,4.76,1.02,0.0
0.009,9798.68,195.53,4.77,1.02,0.0
0.0091,9798.7,195.5,4.78,1.02,0.0
0.0092,9798.69,195.5,4.79,1.02,0.0
0.0093,9798.56,195.63,4.79,1.02,0.0
0.0094,9798.45,195.75,4.78,1.02,0.0
0.0095,9798.41,195.79,4.78,1.02,0.0
0.0096,9798.29,195.92,4.77,1.02,0.0
0.0097,9798.28,195.95,4.75,1.02,0.0
0.0098,9798.23,196.02,4.73,1.02,0.0
0.0099,9798.08,196.16,4.74,1.02,0.0
0.01,9798.12,196.12,4.74,1.02,0.0
0.0101,9798.35,195.89,4.74,1.02,0.0
0.0102,9798.38,195.87,4.73,1.02,0.0
0.0103,9798.43,195.82,4.73,1.02,0.0
0.0104,9798.34,195.91,4.73,1.02,0.0
0.0105,9798.33,195.91,4.74,1.02,0.0
0.0106,9798.32,195.92,4.74,1.02,0.0
0.0107,9798.33,195.93,4.72,1.02,0.0
0.0108,9798.44,195.83,4.71,1.02,0.0
0.0109,9798.48,195.8,4.7,1.02,0.0
0.011,9798.46,195.83,4.69,1.02,0.0
0.0111,9798.43,195.86,4.69,1.02,0.0
0.0112,9798.43,195.86,4.69,1.02,0.0
0.0113,9798.42,195.87,4.69,1.02,0.0
0.0114,9798.42,195.85,4.71,1.02,0.0
0.0115,9798.48,195.81,4.69,1.02,0.0
0.0116,9798.41,195.9,4.67,1.02,0.0
0.0117,9798.5,195.8,4.68,1.02,0.0
0.0118,9798.52,195.78,4.68,1.02,0.0
0.0119,9798.61,195.68,4.69,1.02,0.0
0.012,9798.53,195.77,4.68,1.02,0.0
0.0121,9798.6,195.72,4.66,1.02,0.0
0.0122,9798.63,195.7,4.65,1.02,0.0
0.0123,9798.41,195.92,4.65,1.02,0.0
0.0124,9798.42,195.9,4.66,1.02,0.0
0.0125,9798.38,195.97,4.63,1.02,0.0
0.0126,9798.35,196.01,4.62,1.02,0.0
0.0127,9798.23,196.14,4.61,1.02,0.0
0.0128,9798.44,195.93,4.61,1.02,0.0
0.0129,9798.39,195.96,4.63,1.02,0.0
0.013,9798.34,196.03,4.61,1.02,0.0
0.0131,9798.57,195.81,4.6,1.02,0.0
0.0132,9798.61,195.76,4.61,1.02,0.0
0.0133,9798.64,195.73,4.61,1.02,0.0
0.0134,9798.64,195.73,4.61,1.02,0.0
0.0135,9798.68,195.68,4.62,1.02,0.0
0.0136,9798.7,195.66,4.62,1.02,0.0
0.0137,9798.82,195.54,4.62,1.02,0.0
0.0138,9798.92,195.44,4.62,1.02,0.0
0.0139,9798.99,195.36,4.63,1.02,0.0
0.014,9798.95,195.44,4.59,1.02,0.0
0.0141,9798.9,195.49,4.59,1.02,0.0
0.0142,9798.81,195.6,4.57,1.02,0.0
0.0143,9798.85,195.56,4.57,1.02,0.0
0.0144,9798.85,195.57,4.56,1.02,0.0
0.0145,9798.78,195.64,4.56,1.02,0.0
0.0146,9798.89,195.52,4.57,1.02,0.0
0.0147,9798.77,195.61,4.6,1.02,0.0
0.0148,9798.59,195.81,4.58,1.02,0.0
0.0149,9798.5,195.9,4.58,1.02,0.0
0.015,9798.4,195.99,4.59,1.02,0.0
0.0151,9798.41,195.97,4.6,1.02,0.0
0.0152,9798.49,195.89,4.6,1.02,0.0
0.0153,9798.52,195.86,4.6,1.02,0.0
0.0154,9798.47,195.91,4.6,1.02,0.0
0.0155,9798.52,195.86,4.6,1.02,0.0
0.0156,9798.64,195.73,4.61,1.02,0.0
0.0157,9798.47,195.9,4.61,1.02,0.0
0.0158,9798.48,195.9,4.6,1.02,0.0
0.0159,9798.42,195.96,4.6,1.02,0.0
0.016,9798.33,196.04,4.61,1.02,0.0
0.0161,9798.21,196.18,4.59,1.02,0.0
0.0162,9798.32,196.06,4.6,1.02,0.0
0.0163,9798.32,196.06,4.6,1.02,0.0
0.0164,9798.25,196.11,4.62,1.02,0.0
0.0165,9798.34,196.02,4.61,1.03,0.01
0.0166,9798.29,196.08,4.6,1.03,0.0
0.0167,9798.21,196.17,4.59,1.03,0.0
0.0168,9798.36,196.01,4.6,1.03,0.0
0.0169,9798.43,195.94,4.6,1.03,0.0
0.017,9798.48,195.91,4.58,1.03,0.0
0.0171,9798.57,195.82,4.58,1.03,0.0
0.0172,9798.38,196.02,4.57,1.03,0.0
0.0173,9798.52,195.87,4.58,1.03,0.0
0.0174,9798.53,195.86,4.58,1.03,0.0
0.0175,9798.51,195.88,4.58,1.03,0.0
0.0176,9798.6,195.8,4.57,1.03,0.0
0.0177,9798.67,195.73,4.57,1.03,0.0
0.0178,9798.67,195.72,4.57,1.04,0.01
0.0179,9798.84,195.56,4.56,1.04,0.0
0.018,9798.8,195.59,4.57,1.04,0.0
0.0181,9798.77,195.64,4.54,1.05,0.01
0.0182,9798.63,195.77,4.55,1.05,0.0
0.0183,9798.69,195.71,4.55,1.05,0.0
0.0184,9798.78,195.62,4.55,1.05,0.0
0.0185,9798.81,195.6,4.53,1.06,0.01
0.0186,9798.73,195.68,4.53,1.06,0.0
0.0187,9798.62,195.8,4.52,1.06,0.0
0.0188,9798.57,195.85,4.52,1.06,0.0
0.0189,9798.53,195.89,4.52,1.06,0.0
0.019,9798.36,196.06,4.52,1.06,0.0
0.0191,9798.36,196.07,4.51,1.06,0.0
0.0192,9798.19,196.25,4.5,1.06,0.0
0.0193,9798.3,196.14,4.5,1.06,0.0
0.0194,9798.21,196.22,4.51,1.06,0.0
0.0195,9798.11,196.34,4.49,1.06,0.0
0.0196,9798.24,196.21,4.49,1.06,0.0
0.0197,9798.29,196.15,4.5,1.06,0.0
0.0198,9798.22,196.24,4.48,1.06,0.0
0.0199,9798.19,196.26,4.49,1.06,0.0
0.02,9798.14,196.29,4.51,1.06,0.0
0.0201,9798.26,196.17,4.51,1.06,0.0
0.0202,9798.27,196.14,4.53,1.06,0.0
0.0203,9798.25,196.18,4.51,1.06,0.0
0.0204,9798.14,196.27,4.53,1.06,0.0
0.0205,9798.19,196.21,4.54,1.06,0.0
0.0206,9798.26,196.15,4.54,1.05,0.0
0.0207,9798.36,196.05,4.54,1.05,0.0
0.0208,9798.44,195.98,4.53,1.05,0.0
0.0209,9798.25,196.18,4.52,1.05,0.0
0.021,9798.29,196.14,4.52,1.05,0.0
0.0211,9798.29,196.13,4.53,1.05,0.0
0.0212,9798.33,196.09,4.53,1.05,0.0
0.0213,9798.32,196.11,4.52,1.05,0.0
0.0214,9798.43,195.99,4.54,1.04,0.0
0.0215,9798.5,195.92,4.54,1.04,0.0
0.0216,9798.51,195.92,4.53,1.04,0.0
0.0217,9798.61,195.83,4.52,1.04,0.0
0.0218,9798.57,195.86,4.53,1.04,0.0
0.0219,9798.59,195.84,4.53,1.04,0.0
0.022,9798.63,195.81,4.52,1.04,0.0
0.0221,9798.85,195.62,4.49,1.04,0.0
0.0222,9798.86,195.61,4.49,1.04,0.0
0.0223,9798.85,195.63,4.48,1.04,0.0
0.0224,9798.9,195.59,4.47,1.04,0.0
0.0225,9798.87,195.63,4.46,1.04,0.0
0.0226,9798.82,195.68,4.46,1.04,0.0
0.0227,9798.75,195.76,4.45,1.04,0.0
0.0228,9798.76,195.74,4.46,1.04,0.0
0.0229,9798.79,195.72,4.45,1.04,0.0
0.023,9798.78,195.73,4.45,1.04,0.0
0.0231,9798.63,195.88,4.45,1.04,0.0
0.0232,9798.68,195.83,4.45,1.04,0.0
0.0233,9798.66,195.84,4.46,1.04,0.0
0.0234,9798.74,195.76,4.46,1.04,0.0
0.0235,9798.78,195.72,4.46,1.04,0.0
0.0236,9798.93,195.57,4.46,1.04,0.0
0.0237,9798.9,195.61,4.45,1.04,0.0
0.0238,9798.82,195.7,4.44,1.04,0.0
0.0239,9798.86,195.67,4.43,1.04,0.0
0.024,9798.92,195.61,4.43,1.04,0.0
0.0241,9798.85,195.69,4.42,1.04,0.0
0.0242,9798.87,195.69,4.4,1.04,0.0
0.0243,9798.89,195.68,4.39,1.04,0.0
0.0244,9798.82,195.75,4.39,1.04,0.0
0.0245,9798.85,195.72,4.39,1.04,0.0
0.0246,9798.84,195.73,4.39,1.04,0.0
0.0247,9798.85,195.73,4.38,1.04,0.0
0.0248,9798.81,195.75,4.4,1.04,0.0
0.0249,9798.86,195.7,4.4,1.04,0.0
0.025,9798.81,195.76,4.39,1.04,0.0
0.0251,9798.77,195.8,4.39,1.04,0.0
0.0252,9798.82,195.76,4.38,1.04,0.0
0.0253,9798.77,195.81,4.38,1.04,0.0
0.0254,9798.75,195.83,4.38,1.04,0.0
0.0255,9798.74,195.85,4.37,1.04,0.0
0.0256,9798.81,195.78,4.37,1.04,0.0
0.0257,9798.77,195.81,4.38,1.04,0.0
0.0258,9798.71,195.87,4.38,1.04,0.0
0.0259,9798.74,195.85,4.37,1.04,0.0
0.026,9798.73,195.86,4.37,1.04,0.0
0.0261,9798.72,195.87,4.37,1.04,0.0
0.0262,9798.83,195.77,4.36,1.04,0.0
0.0263,9798.66,195.95,4.35,1.04,0.0
0.0264,9798.61,196.01,4.34,1.04,0.0
0.0265,9798.62,196.0,4.34,1.04,0.0
0.0266,9798.72,195.93,4.31,1.04,0.0
0.0267,9798.75,195.91,4.3,1.04,0.0
0.0268,9798.67,195.99,4.3,1.04,0.0
0.0269,9798.58,196.08,4.3,1.04,0.0
0.027,9798.51,196.16,4.29,1.04,0.0
0.0271,9798.42,196.22,4.32,1.04,0.0
0.0272,9798.54,196.08,4.34,1.04,0.0
0.0273,9798.62,196.0,4.34,1.04,0.0
0.0274,9798.61,196.01,4.34,1.04,0.0
0.0275,9798.62,196.0,4.34,1.04,0.0
0.0276,9798.71,195.92,4.33,1.04,0.0
0.0277,9798.65,195.98,4.32,1.05,0.01
0.0278,9798.82,195.81,4.32,1.05,0.0
0.0279,9798.79,195.83,4.33,1.05,0.0
0.028,9798.67,195.95,4.33,1.05,0.0
0.0281,9798.72,195.89,4.34,1.05,0.0
0.0282,9798.65,195.97,4.33,1.05,0.0
0.0283,9798.71,195.9,4.34,1.05,0.0
0.0284,9798.75,195.85,4.35,1.05,0.0
0.0285,9798.75,195.85,4.35,1.05,0.0
0.0286,9798.81,195.78,4.36,1.05,0.0
0.0287,9798.77,195.82,4.36,1.05,0.0
0.0288,9798.87,195.72,4.36,1.05,0.0
0.0289,9798.79,195.79,4.37,1.05,0.0
0.029,9798.78,195.82,4.35,1.05,0.0
0.0291,9798.93,195.66,4.36,1.05,0.0
0.0292,9799.01,195.58,4.36,1.05,0.0
0.0293,9799.12,195.5,4.33,1.05,0.0
0.0294,9799.11,195.5,4.34,1.05,0.0
0.0295,9799.1,195.52,4.33,1.05,0.0
0.0296,9799.1,195.53,4.32,1.05,0.0
0.0297,9799.16,195.49,4.3,1.05,0.0
0.0298,9799.17,195.47,4.31,1.05,0.0
0.0299,9799.25,195.41,4.29,1.05,0.0
0.03,9799.28,195.39,4.28,1.05,0.0
0.0301,9799.25,195.41,4.29,1.05,0.0
0.0302,9799.24,195.42,4.29,1.05,0.0
0.0303,9799.25,195.4,4.3,1.05,0.0
0.0304,9799.29,195.36,4.3,1.05,0.0
0.0305,9799.24,195.42,4.29,1.05,0.0
0.0306,9799.23,195.43,4.29,1.05,0.0
0.0307,9799.17,195.5,4.28,1.05,0.0
0.0308,9799.34,195.34,4.27,1.05,0.0
0.0309,9799.23,195.47,4.25,1.05,0.0
0.031,9799.23,195.46,4.26,1.05,0.0
0.0311,9799.18,195.49,4.28,1.05,0.0
0.0312,9799.25,195.43,4.27,1.05,0.0
0.0313,9799.32,195.35,4.28,1.05,0.0
0.0314,9799.44,195.23,4.28,1.05,0.0
0.0315,9799.52,195.14,4.29,1.05,0.0
0.0316,9799.49,195.15,4.31,1.05,0.0
0.0317,9799.47,195.17,4.31,1.05,0.0
0.0318,9799.5,195.15,4.3,1.05,0.0
0.0319,9799.36,195.29,4.3,1.05,0.0
0.032,9799.53,195.11,4.31,1.05,0.0
0.0321,9799.47,195.18,4.3,1.05,0.0
0.0322,9799.53,195.12,4.3,1.05,0.0
0.0323,9799.42,195.24,4.29,1.05,0.0
0.0324,9799.47,195.21,4.27,1.05,0.0
0.0325,9799.34,195.34,4.27,1.05,0.0
0.0326,9799.33,195.36,4.26,1.05,0.0
0.0327,9799.47,195.22,4.26,1.05,0.0
0.0328,9799.38,195.32,4.25,1.05,0.0
0.0329,9799.46,195.27,4.22,1.05,0.0
0.033,9799.43,195.31,4.21,1.05,0.0
0.0331,9799.34,195.4,4.21,1.05,0.0
0.0332,9799.34,195.39,4.22,1.05,0.0
0.0333,9799.36,195.35,4.24,1.05,0.0
0.0334,9799.34,195.37,4.24,1.05,0.0
0.0335,9799.31,195.42,4.22,1.05,0.0
0.0336,9799.29,195.44,4.22,1.05,0.0
0.0337,9799.23,195.52,4.2,1.05,0.0
0.0338,9799.19,195.58,4.18,1.05,0.0
0.0339,9799.3,195.49,4.16,1.05,0.0
0.034,9799.25,195.54,4.16,1.05,0.0
0.0341,9799.27,195.53,4.15,1.05,0.0
0.0342,9799.21,195.58,4.16,1.05,0.0
0.0343,9799.26,195.54,4.15,1.05,0.0
0.0344,9799.36,195.45,4.14,1.05,0.0
0.0345,9799.31,195.51,4.13,1.05,0.0
0.0346,9799.3,195.54,4.11,1.05,0.0
0.0347,9799.28,195.54,4.13,1.05,0.0
0.0348,9799.32,195.5,4.13,1.05,0.0
0.0349,9799.35,195.46,4.14,1.05,0.0
0.035,9799.32,195.49,4.14,1.05,0.0
0.0351,9799.34,195.48,4.13,1.05,0.0
0.0352,9799.35,195.47,4.13,1.05,0.0
0.0353,9799.29,195.53,4.13,1.05,0.0
0.0354,9799.36,195.45,4.14,1.05,0.0
0.0355,9799.32,195.51,4.12,1.05,0.0
0.0356,9799.22,195.6,4.13,1.05,0.0
0.0357,9799.41,195.41,4.13,1.05,0.0
0.0358,9799.44,195.4,4.11,1.05,0.0
0.0359,9799.36,195.45,4.14,1.05,0.0
0.036,9799.38,195.44,4.13,1.05,0.0
0.0361,9799.34,195.48,4.13,1.05,0.0
0.0362,9799.25,195.58,4.12,1.05,0.0
0.0363,9799.27,195.57,4.11,1.05,0.0
0.0364,9799.25,195.59,4.11,1.05,0.0
0.0365,9799.19,195.64,4.12,1.05,0.0
0.0366,9799.24,195.6,4.11,1.05,0.0
0.0367,9799.13,195.71,4.11,1.05,0.0
0.0368,9799.23,195.62,4.1,1.05,0.0
0.0369,9799.24,195.61,4.1,1.05,0.0
0.037,9799.34,195.5,4.11,1.05,0.0
0.0371,9799.31,195.53,4.11,1.05,0.0
0.0372,9799.27,195.56,4.12,1.05,0.0
0.0373,9799.35,195.49,4.11,1.05,0.0
0.0374,9799.26,195.58,4.11,1.05,0.0
0.0375,9799.2,195.63,4.12,1.05,0.0
0.0376,9799.25,195.58,4.12,1.05,0.0
0.0377,9799.25,195.58,4.12,1.05,0.0
0.0378,9799.33,195.5,4.12,1.05,0.0
0.0379,9799.32,195.52,4.11,1.05,0.0
0.038,9799.36,195.47,4.12,1.05,0.0
0.0381,9799.38,195.46,4.11,1.05,0.0
0.0382,9799.38,195.46,4.11,1.05,0.0
0.0383,9799.39,195.45,4.11,1.05,0.0
0.0384,9799.48,195.34,4.13,1.05,0.0
0.0385,9799.47,195.37,4.11,1.05,0.0
0.0386,9799.51,195.34,4.1,1.05,0.0
0.0387,9799.57,195.27,4.11,1.05,0.0
0.0388,9799.64,195.19,4.12,1.05,0.0
0.0389,9799.65,195.17,4.13,1.05,0.0
0.039,9799.71,195.13,4.11,1.05,0.0
0.0391,9799.74,195.1,4.11,1.05,0.0
0.0392,9799.74,195.1,4.11,1.05,0.0
0.0393,9799.91,194.94,4.1,1.05,0.0
0.0394,9799.95,194.9,4.1,1.05,0.0
0.0395,9800.0,194.85,4.1,1.05,0.0
0.0396,9799.93,194.91,4.11,1.05,0.0
0.0397,9799.93,194.92,4.1,1.05,0.0
0.0398,9799.8,195.04,4.11,1.05,0.0
0.0399,9799.78,195.06,4.11,1.05,0.0
0.04,9799.72,195.12,4.11,1.05,0.0
0.0401,9799.86,195.0,4.09,1.05,0.0
0.0402,9799.81,195.05,4.09,1.05,0.0
0.0403,9799.79,195.05,4.11,1.05,0.0
0.0404,9799.81,195.04,4.1,1.05,0.0
0.0405,9799.77,195.08,4.1,1.05,0.0
0.0406,9799.77,195.07,4.11,1.05,0.0
0.0407,9799.88,194.95,4.12,1.05,0.0
0.0408,9799.89,194.93,4.13,1.05,0.0
0.0409,9799.93,194.9,4.12,1.05,0.0
0.041,9799.79,195.04,4.12,1.05,0.0
0.0411,9799.79,195.04,4.12,1.05,0.0
0.0412,9799.78,195.06,4.11,1.05,0.0
0.0413,9799.85,194.97,4.13,1.05,0.0
0.0414,9799.86,194.95,4.14,1.05,0.0
0.0415,9799.98,194.83,4.14,1.05,0.0
0.0416,9800.05,194.76,4.14,1.05,0.0
0.0417,9799.99,194.82,4.14,1.05,0.0
0.0418,9799.94,194.89,4.12,1.05,0.0
0.0419,9799.86,194.99,4.1,1.05,0.0
0.042,9799.75,195.1,4.1,1.05,0.0
0.0421,9799.76,195.09,4.1,1.05,0.0
0.0422,9799.82,195.05,4.09,1.04,0.0
0.0423,9799.68,195.22,4.07,1.03,0.0
0.0424,9799.79,195.09,4.09,1.03,0.0
0.0425,9799.77,195.11,4.09,1.03,0.0
0.0426,9799.75,195.13,4.09,1.03,0.0
0.0427,9799.82,195.06,4.09,1.03,0.0
0.0428,9799.86,195.02,4.09,1.03,0.0
0.0429,9799.96,194.94,4.07,1.03,0.0
0.043,9799.92,194.96,4.09,1.03,0.0
0.0431,9799.76,195.12,4.09,1.03,0.0
0.0432,9799.76,195.12,4.09,1.03,0.0
0.0433,9799.86,194.99,4.12,1.03,0.0
0.0434,9799.93,194.92,4.12,1.03,0.0
0.0435,9799.99,194.88,4.1,1.03,0.0
0.0436,9799.96,194.91,4.1,1.03,0.0
0.0437,9799.89,194.96,4.12,1.03,0.0
0.0438,9799.86,194.99,4.12,1.03,0.0
0.0439,9799.86,195.0,4.11,1.03,0.0
0.044,9799.95,194.92,4.1,1.03,0.0
0.0441,9799.9,194.97,4.1,1.03,0.0
0.0442,9800.03,194.84,4.1,1.03,0.0
0.0443,9800.01,194.85,4.11,1.03,0.0
0.0444,9800.08,194.79,4.1,1.03,0.0
0.0445,9800.02,194.84,4.11,1.03,0.0
0.0446,9800.01,194.85,4.11,1.03,0.0
0.0447,9799.91,194.93,4.13,1.03,0.0
0.0448,9799.75,195.11,4.11,1.03,0.0
0.0449,9799.76,195.11,4.1,1.03,0.0
0.045,9799.73,195.16,4.08,1.03,0.0
0.0451,9799.78,195.11,4.08,1.03,0.0
0.0452,9799.66,195.23,4.08,1.03,0.0
0.0453,9799.57,195.3,4.1,1.03,0.0
0.0454,9799.63,195.23,4.11,1.03,0.0
0.0455,9799.57,195.27,4.13,1.03,0.0
0.0456,9799.58,195.26,4.13,1.03,0.0
0.0457,9799.59,195.25,4.13,1.03,0.0
0.0458,9799.56,195.27,4.14,1.03,0.0
0.0459,9799.56,195.26,4.15,1.03,0.0
0.046,9799.55,195.26,4.16,1.03,0.0
0.0461,9799.58,195.22,4.17,1.03,0.0
0.0462,9799.57,195.24,4.16,1.03,0.0
0.0463,9799.54,195.27,4.16,1.03,0.0
0.0464,9799.6,195.23,4.14,1.03,0.0
0.0465,9799.69,195.14,4.14,1.03,0.0
0.0466,9799.75,195.08,4.14,1.03,0.0
0.0467,9799.9,194.95,4.12,1.03,0.0
0.0468,9799.81,195.04,4.12,1.03,0.0
0.0469,9799.86,195.0,4.11,1.03,0.0
0.047,9799.85,195.01,4.11,1.03,0.0
0.0471,9799.88,195.0,4.09,1.03,0.0
0.0472,9799.87,195.0,4.1,1.03,0.0
0.0473,9799.94,194.93,4.1,1.03,0.0
0.0474,9799.75,195.12,4.1,1.03,0.0
0.0475,9799.69,195.2,4.08,1.03,0.0
0.0476,9799.68,195.21,4.08,1.03,0.0
0.0477,9799.67,195.23,4.07,1.03,0.0
0.0478,9799.72,195.17,4.08,1.03,0.0
0.0479,9799.83,195.07,4.07,1.03,0.0
0.048,9799.77,195.13,4.07,1.03,0.0
0.0481,9799.6,195.29,4.08,1.03,0.0
0.0482,9799.56,195.33,4.08,1.03,0.0
0.0483,9799.5,195.4,4.07,1.03,0.0
0.0484,9799.53,195.39,4.05,1.03,0.0
0.0485,9799.52,195.39,4.06,1.03,0.0
0.0486,9799.43,195.47,4.07,1.03,0.0
0.0487,9799.27,195.63,4.07,1.03,0.0
0.0488,9799.21,195.69,4.07,1.03,0.0
0.0489,9799.16,195.73,4.08,1.03,0.0
0.049,9799.13,195.76,4.08,1.03,0.0
0.0491,9799.08,195.81,4.08,1.03,0.0
0.0492,9799.07,195.81,4.09,1.03,0.0
0.0493,9799.18,195.7,4.09,1.03,0.0
0.0494,9799.16,195.74,4.07,1.03,0.0
0.0495,9799.11,195.79,4.07,1.03,0.0
0.0496,9799.12,195.79,4.06,1.03,0.0
0.0497,9799.11,195.81,4.05,1.03,0.0
0.0498,9799.07,195.83,4.07,1.03,0.0
0.0499,9799.12,195.78,4.07,1.03,0.0
0.05,9799.14,195.77,4.06,1.03,0.0
0.0501,9799.18,195.73,4.06,1.03,0.0
0.0502,9799.22,195.7,4.05,1.03,0.0
0.0503,9799.19,195.73,4.05,1.03,0.0
0.0504,9799.09,195.8,4.08,1.03,0.0
0.0505,9799.16,195.72,4.09,1.03,0.0
0.0506,9799.16,195.73,4.08,1.03,0.0
0.0507,9799.07,195.81,4.09,1.03,0.0
0.0508,9799.09,195.8,4.08,1.03,0.0
0.0509,9799.04,195.83,4.1,1.03,0.0
0.051,9799.14,195.73,4.1,1.03,0.0
0.0511,9799.14,195.71,4.12,1.03,0.0
0.0512,9799.01,195.84,4.12,1.03,0.0
0.0513,9798.95,195.89,4.13,1.03,0.0
0.0514,9799.02,195.83,4.12,1.03,0.0
0.0515,9799.11,195.77,4.09,1.03,0.0
0.0516,9799.13,195.72,4.11,1.04,0.01
0.0517,9799.14,195.71,4.11,1.04,0.0
0.0518,9799.17,195.68,4.11,1.04,0.0
0.0519,9799.16,195.69,4.11,1.04,0.0
0.052,9799.07,195.78,4.11,1.04,0.0
0.0521,9799.02,195.83,4.11,1.04,0.0
0.0522,9799.17,195.7,4.09,1.04,0.0
0.0523,9799.17,195.68,4.11,1.04,0.0
0.0524,9799.0,195.87,4.09,1.04,0.0
0.0525,9799.21,195.64,4.11,1.04,0.0
0.0526,9799.16,195.68,4.12,1.04,0.0
0.0527,9799.29,195.56,4.11,1.04,0.0
0.0528,9799.28,195.59,4.09,1.04,0.0
0.0529,9799.21,195.67,4.08,1.04,0.0
0.053,9799.26,195.61,4.09,1.04,0.0
0.0531,9799.23,195.64,4.09,1.04,0.0
0.0532,9799.07,195.79,4.1,1.04,0.0
0.0533,9799.03,195.85,4.08,1.04,0.0
0.0534,9799.03,195.84,4.09,1.04,0.0
0.0535,9799.17,195.71,4.08,1.04,0.0
0.0536,9799.18,195.69,4.09,1.04,0.0
0.0537,9799.12,195.76,4.08,1.04,0.0
0.0538,9799.19,195.7,4.07,1.04,0.0
