time,Docked,pPrimed,Primed,Fusion,Transition 5
0.2655,5609.28,1395.53,485.66,2509.53,0.01
0.2656,5611.51,1394.3,484.86,2509.33,0.02
0.2657,5613.73,1393.04,484.2,2509.03,0.02
0.2658,5616.0,1391.79,483.47,2508.74,0.01
0.2659,5618.14,1390.59,482.73,2508.54,0.03
0.266,5620.48,1389.22,482.04,2508.26,0.01
0.2661,5622.58,1387.94,481.42,2508.06,0.01
0.2662,5625.06,1386.6,480.56,2507.78,0.01
0.2663,5627.26,1385.32,479.94,2507.48,0.01
0.2664,5629.55,1383.86,479.4,2507.19,0.02
0.2665,5631.7,1382.61,478.67,2507.02,0.02
0.2666,5633.91,1381.32,477.99,2506.78,0.01
0.2667,5636.28,1380.03,477.22,2506.47,0.01
0.2668,5638.55,1378.71,476.5,2506.24,0.02
0.2669,5640.74,1377.44,475.81,2506.01,0.03
0.267,5642.7,1376.29,475.2,2505.81,0.01
0.2671,5645.12,1374.87,474.52,2505.49,0.01
0.2672,5647.12,1373.84,473.75,2505.29,0.01
0.2673,5649.39,1372.57,473.05,2504.99,0.01
0.2674,5651.52,1371.56,472.22,2504.7,0.01
0.2675,5653.83,1370.21,471.45,2504.51,0.01
0.2676,5655.71,1369.21,470.78,2504.3,0.02
0.2677,5657.93,1367.91,470.15,2504.01,0.02
0.2678,5659.98,1366.73,469.49,2503.8,0.03
0.2679,5661.92,1365.78,468.68,2503.62,0.01
0.268,5663.88,1364.66,468.04,2503.42,0.04
0.2681,5665.86,1363.54,467.44,2503.16,0.0
0.2682,5667.97,1362.32,466.82,2502.89,0.0
0.2683,5670.06,1361.01,466.28,2502.65,0.01
0.2684,5672.25,1359.71,465.6,2502.44,0.01
0.2685,5674.64,1358.19,465.08,2502.09,0.01
0.2686,5676.78,1356.9,464.57,2501.75,0.0
0.2687,5678.84,1355.71,463.89,2501.56,0.0
0.2688,5680.91,1354.66,463.14,2501.29,0.01
0.2689,5683.0,1353.44,462.5,2501.06,0.0
0.269,5685.13,1352.26,461.85,2500.76,0.01
0.2691,5687.33,1350.95,461.21,2500.51,0.0
0.2692,5689.57,1349.71,460.47,2500.25,0.03
0.2693,5691.96,1348.2,459.88,2499.96,0.01
0.2694,5694.18,1346.78,459.37,2499.67,0.01
0.2695,5696.14,1345.48,458.84,2499.54,0.02
0.2696,5697.87,1344.76,458.06,2499.31,0.02
0.2697,5699.94,1343.59,457.43,2499.04,0.0
0.2698,5702.09,1342.21,456.85,2498.85,0.0
0.2699,5704.43,1340.67,456.31,2498.59,0.02
0.27,5706.46,1339.51,455.67,2498.36,0.02
0.2701,5708.44,1338.36,455.0,2498.2,0.02
0.2702,5710.66,1337.02,454.42,2497.9,0.0
0.2703,5712.77,1335.73,453.8,2497.7,0.04
0.2704,5715.01,1334.22,453.21,2497.56,0.02
0.2705,5717.09,1332.97,452.57,2497.37,0.0
0.2706,5719.4,1331.45,452.06,2497.09,0.01
0.2707,5721.36,1330.46,451.35,2496.83,0.04
0.2708,5723.45,1329.23,450.64,2496.68,0.04
0.2709,5725.52,1328.01,450.0,2496.47,0.01
0.271,5727.46,1327.04,449.25,2496.25,0.02
0.2711,5729.54,1325.79,448.6,2496.07,0.02
0.2712,5731.75,1324.53,447.96,2495.76,0.01
0.2713,5733.68,1323.49,447.36,2495.47,0.0
0.2714,5735.87,1322.16,446.68,2495.29,0.0
0.2715,5737.99,1321.05,445.95,2495.01,0.02
0.2716,5740.11,1319.95,445.22,2494.72,0.03
0.2717,5742.19,1318.85,444.48,2494.48,0.02
0.2718,5744.16,1317.83,443.73,2494.28,0.01
0.2719,5746.22,1316.72,442.97,2494.09,0.0
0.272,5748.23,1315.62,442.26,2493.89,0.02
0.2721,5750.09,1314.47,441.71,2493.73,0.0
0.2722,5752.04,1313.25,441.18,2493.53,0.01
0.2723,5754.27,1311.88,440.57,2493.28,0.01
0.2724,5756.18,1310.86,439.88,2493.08,0.01
0.2725,5758.24,1309.74,439.19,2492.83,0.02
0.2726,5760.15,1308.65,438.62,2492.58,0.0
0.2727,5762.05,1307.61,437.93,2492.41,0.01
0.2728,5764.09,1306.32,437.44,2492.15,0.03
0.2729,5766.21,1305.02,436.72,2492.05,0.01
0.273,5768.17,1304.01,436.0,2491.82,0.01
0.2731,5770.42,1302.67,435.33,2491.58,0.02
0.2732,5772.56,1301.47,434.69,2491.28,0.01
0.2733,5774.8,1300.21,434.03,2490.96,0.0
0.2734,5776.95,1298.87,433.44,2490.74,0.01
0.2735,5778.73,1297.9,432.9,2490.47,0.0
0.2736,5780.75,1296.75,432.24,2490.26,0.0
0.2737,5782.6,1295.77,431.63,2490.0,0.0
0.2738,5784.64,1294.54,431.03,2489.79,0.01
0.2739,5786.77,1293.27,430.36,2489.6,0.03
0.274,5788.66,1292.09,429.85,2489.4,0.01
0.2741,5790.6,1290.9,429.29,2489.21,0.01
0.2742,5792.64,1289.82,428.65,2488.89,0.01
0.2743,5794.6,1288.73,428.03,2488.64,0.0
0.2744,5796.4,1287.92,427.27,2488.41,0.01
0.2745,5798.27,1286.79,426.75,2488.19,0.0
0.2746,5800.46,1285.37,426.2,2487.97,0.01
0.2747,5802.38,1284.11,425.73,2487.78,0.02
0.2748,5804.57,1282.78,425.15,2487.5,0.01
0.2749,5806.26,1281.71,424.74,2487.29,0.02
0.275,5808.01,1280.75,424.09,2487.15,0.02
0.2751,5809.9,1279.73,423.5,2486.87,0.01
0.2752,5811.9,1278.53,422.93,2486.64,0.01
0.2753,5813.84,1277.33,422.38,2486.45,0.0
0.2754,5815.93,1275.87,421.99,2486.21,0.01
0.2755,5817.86,1274.71,421.54,2485.89,0.0
0.2756,5819.76,1273.78,420.72,2485.74,0.01
0.2757,5821.8,1272.45,420.27,2485.48,0.0
0.2758,5823.69,1271.48,419.6,2485.23,0.01
0.2759,5825.61,1270.37,419.01,2485.01,0.02
0.276,5827.56,1269.22,418.41,2484.81,0.01
0.2761,5829.6,1268.0,417.82,2484.58,0.01
0.2762,5831.63,1266.83,417.17,2484.37,0.02
0.2763,5833.74,1265.58,416.55,2484.13,0.01
0.2764,5835.52,1264.59,415.95,2483.94,0.03
0.2765,5837.49,1263.55,415.29,2483.67,0.01
0.2766,5839.37,1262.53,414.58,2483.52,0.01
0.2767,5841.27,1261.4,414.08,2483.25,0.0
0.2768,5843.26,1260.18,413.56,2483.0,0.0
0.2769,5845.32,1258.93,413.01,2482.74,0.01
0.277,5847.44,1257.63,412.38,2482.55,0.01
0.2771,5849.44,1256.5,411.81,2482.25,0.01
0.2772,5851.4,1255.37,411.26,2481.97,0.01
0.2773,5853.49,1253.84,410.83,2481.84,0.02
0.2774,5855.6,1252.47,410.27,2481.66,0.03
0.2775,5857.66,1251.36,409.53,2481.45,0.0
0.2776,5859.66,1250.1,408.97,2481.27,0.02
0.2777,5861.8,1248.93,408.29,2480.98,0.01
0.2778,5863.75,1247.73,407.77,2480.75,0.0
0.2779,5865.72,1246.67,407.08,2480.53,0.0
0.278,5867.74,1245.46,406.56,2480.24,0.01
0.2781,5869.81,1244.16,406.04,2479.99,0.0
0.2782,5871.58,1243.25,405.49,2479.68,0.0
0.2783,5873.42,1242.42,404.77,2479.39,0.0
0.2784,5875.17,1241.48,404.21,2479.14,0.01
0.2785,5877.43,1240.1,403.64,2478.83,0.01
0.2786,5879.29,1239.06,403.07,2478.58,0.01
0.2787,5881.46,1237.74,402.46,2478.34,0.0
0.2788,5883.44,1236.52,401.96,2478.08,0.01
0.2789,5885.38,1235.39,401.37,2477.86,0.01
0.279,5887.24,1234.15,400.95,2477.66,0.0
0.2791,5889.34,1233.04,400.29,2477.33,0.01
0.2792,5891.24,1232.16,399.48,2477.12,0.01
0.2793,5893.4,1230.91,398.85,2476.84,0.0
0.2794,5895.32,1229.68,398.39,2476.61,0.0
0.2795,5896.97,1228.91,397.7,2476.42,0.01
0.2796,5898.98,1227.74,397.06,2476.22,0.02
0.2797,5901.09,1226.58,396.4,2475.93,0.01
0.2798,5903.03,1225.52,395.76,2475.69,0.0
0.2799,5905.01,1224.32,395.26,2475.41,0.01
0.28,5906.85,1223.31,394.73,2475.11,0.01
0.2801,5908.85,1222.16,394.14,2474.85,0.0
0.2802,5910.66,1221.32,393.36,2474.66,0.03
0.2803,5912.48,1220.41,392.69,2474.42,0.02
0.2804,5914.25,1219.48,392.07,2474.2,0.0
0.2805,5916.01,1218.49,391.52,2473.98,0.01
0.2806,5918.1,1217.23,391.0,2473.67,0.01
0.2807,5919.88,1216.28,390.4,2473.44,0.03
0.2808,5921.51,1215.46,389.81,2473.22,0.0
0.2809,5923.3,1214.48,389.24,2472.98,0.01
0.281,5925.26,1213.49,388.57,2472.68,0.02
0.2811,5927.39,1212.25,387.87,2472.49,0.01
0.2812,5929.28,1211.07,387.37,2472.28,0.0
0.2813,5931.16,1210.05,386.77,2472.02,0.0
0.2814,5932.94,1209.24,386.16,2471.66,0.0
0.2815,5934.77,1208.2,385.66,2471.37,0.01
0.2816,5936.64,1207.3,384.93,2471.13,0.02
0.2817,5938.51,1206.21,384.36,2470.92,0.01
0.2818,5940.4,1205.09,383.77,2470.74,0.01
0.2819,5942.4,1203.95,383.14,2470.51,0.01
0.282,5944.33,1202.81,382.58,2470.28,0.01
0.2821,5946.05,1201.88,382.09,2469.98,0.0
0.2822,5947.82,1200.91,381.52,2469.75,0.01
0.2823,5949.8,1199.77,381.0,2469.43,0.01
0.2824,5951.51,1198.73,380.5,2469.26,0.0
0.2825,5953.22,1197.74,379.96,2469.08,0.01
0.2826,5955.08,1196.63,379.51,2468.78,0.01
0.2827,5956.94,1195.68,378.92,2468.46,0.02
0.2828,5958.84,1194.5,378.49,2468.17,0.0
0.2829,5960.74,1193.37,377.92,2467.97,0.01
0.283,5962.59,1192.11,377.45,2467.85,0.0
0.2831,5964.82,1190.51,377.08,2467.59,0.02
0.2832,5966.55,1189.45,376.64,2467.36,0.0
0.2833,5968.41,1188.4,376.08,2467.11,0.02
0.2834,5970.51,1187.01,375.6,2466.88,0.0
0.2835,5972.44,1185.79,375.06,2466.71,0.02
0.2836,5974.42,1184.76,374.4,2466.42,0.0
0.2837,5976.48,1183.61,373.78,2466.13,0.02
0.2838,5978.25,1182.49,373.26,2466.0,0.01
0.2839,5979.85,1181.76,372.59,2465.8,0.01
0.284,5981.69,1180.64,372.08,2465.59,0.02
0.2841,5983.29,1179.74,371.55,2465.42,0.02
0.2842,5985.03,1178.92,370.9,2465.15,0.02
0.2843,5986.66,1178.07,370.29,2464.98,0.02
0.2844,5988.64,1176.78,369.87,2464.71,0.01
0.2845,5990.58,1175.55,369.34,2464.53,0.03
0.2846,5992.33,1174.51,368.78,2464.38,0.0
0.2847,5994.15,1173.47,368.23,2464.15,0.01
0.2848,5995.85,1172.4,367.77,2463.98,0.02
0.2849,5997.6,1171.32,367.31,2463.77,0.02
0.285,5999.12,1170.57,366.73,2463.58,0.01
0.2851,6001.05,1169.43,366.08,2463.44,0.03
0.2852,6002.73,1168.48,365.49,2463.3,0.01
0.2853,6004.64,1167.37,364.95,2463.04,0.0
0.2854,6006.21,1166.5,364.46,2462.83,0.02
0.2855,6007.86,1165.42,364.04,2462.68,0.01
0.2856,6009.66,1164.31,363.54,2462.49,0.01
0.2857,6011.54,1163.23,362.97,2462.26,0.01
0.2858,6013.44,1162.19,362.42,2461.95,0.0
0.2859,6015.42,1160.78,362.02,2461.78,0.01
0.286,6017.29,1159.66,361.55,2461.5,0.02
0.2861,6019.08,1158.74,360.96,2461.22,0.0
0.2862,6021.1,1157.6,360.38,2460.92,0.0
0.2863,6022.79,1156.63,359.91,2460.67,0.01
0.2864,6024.54,1155.81,359.23,2460.42,0.0
0.2865,6026.27,1154.84,358.69,2460.2,0.01
0.2866,6028.23,1153.57,358.27,2459.93,0.0
0.2867,6029.95,1152.63,357.74,2459.68,0.01
0.2868,6031.62,1151.78,357.17,2459.43,0.01
0.2869,6033.38,1150.69,356.76,2459.17,0.01
0.287,6035.26,1149.5,356.32,2458.92,0.0
0.2871,6037.03,1148.37,355.89,2458.71,0.03
0.2872,6038.53,1147.69,355.33,2458.45,0.01
0.2873,6040.1,1146.95,354.73,2458.22,0.02
0.2874,6041.92,1145.94,354.14,2458.0,0.0
0.2875,6043.71,1144.93,353.58,2457.78,0.02
0.2876,6045.52,1144.01,353.03,2457.44,0.0
0.2877,6047.31,1143.11,352.44,2457.14,0.02
0.2878,6049.14,1142.07,351.91,2456.88,0.03
0.2879,6050.88,1141.0,351.45,2456.67,0.03
0.288,6052.52,1140.2,350.86,2456.42,0.01
0.2881,6054.34,1139.25,350.34,2456.07,0.01
0.2882,6056.19,1138.02,349.95,2455.84,0.01
0.2883,6057.63,1137.3,349.42,2455.65,0.02
0.2884,6059.57,1136.12,348.9,2455.41,0.0
0.2885,6061.37,1135.1,348.32,2455.21,0.02
0.2886,6063.12,1134.23,347.7,2454.95,0.01
0.2887,6064.84,1133.17,347.18,2454.81,0.01
0.2888,6066.68,1132.0,346.74,2454.58,0.01
0.2889,6068.45,1131.01,346.2,2454.34,0.01
0.289,6070.26,1129.77,345.8,2454.17,0.01
0.2891,6072.15,1128.6,345.36,2453.89,0.0
0.2892,6073.77,1127.68,344.84,2453.71,0.01
0.2893,6075.39,1126.77,344.36,2453.48,0.0
0.2894,6076.99,1125.94,343.83,2453.24,0.0
0.2895,6078.69,1124.82,343.45,2453.04,0.0
0.2896,6080.24,1123.91,342.87,2452.98,0.03
0.2897,6082.07,1122.93,342.29,2452.71,0.0
0.2898,6083.95,1121.8,341.8,2452.45,0.0
0.2899,6085.62,1120.89,341.28,2452.21,0.02
0.29,6087.31,1119.87,340.85,2451.97,0.02
0.2901,6089.15,1118.82,340.27,2451.76,0.0
0.2902,6091.05,1117.65,339.77,2451.53,0.0
0.2903,6092.74,1116.64,339.32,2451.3,0.0
0.2904,6094.54,1115.69,338.78,2450.99,0.02
0.2905,6096.3,1114.48,338.42,2450.8,0.03
0.2906,6097.98,1113.47,338.0,2450.55,0.02
0.2907,6099.83,1112.24,337.62,2450.31,0.01
0.2908,6101.35,1111.4,337.1,2450.15,0.0
0.2909,6102.96,1110.57,336.52,2449.95,0.02
0.291,6104.69,1109.66,336.04,2449.61,0.0
0.2911,6106.55,1108.54,335.56,2449.35,0.01
0.2912,6108.39,1107.35,335.19,2449.07,0.02
0.2913,6109.9,1106.52,334.75,2448.83,0.0
0.2914,6111.51,1105.72,334.26,2448.51,0.03
0.2915,6113.41,1104.6,333.64,2448.35,0.04
0.2916,6115.26,1103.51,333.21,2448.02,0.01
0.2917,6117.15,1102.4,332.77,2447.68,0.01
0.2918,6118.92,1101.46,332.2,2447.42,0.0
0.2919,6120.62,1100.47,331.75,2447.16,0.02
0.292,6122.21,1099.45,331.37,2446.97,0.0
0.2921,6123.94,1098.29,330.99,2446.78,0.01
0.2922,6125.28,1097.6,330.5,2446.62,0.0
0.2923,6127.04,1096.43,330.14,2446.39,0.01
0.2924,6128.72,1095.47,329.65,2446.16,0.02
0.2925,6130.52,1094.37,329.18,2445.93,0.02
0.2926,6132.36,1093.15,328.77,2445.72,0.03
0.2927,6133.96,1092.07,328.48,2445.49,0.0
0.2928,6135.74,1091.1,327.91,2445.25,0.0
0.2929,6137.85,1089.69,327.46,2445.0,0.02
0.293,6139.38,1088.84,327.0,2444.78,0.0
0.2931,6140.99,1087.99,326.44,2444.58,0.01
0.2932,6142.5,1087.17,325.95,2444.38,0.0
0.2933,6144.16,1086.15,325.52,2444.17,0.0
0.2934,6146.02,1085.13,324.89,2443.96,0.01
0.2935,6147.83,1083.97,324.45,2443.75,0.01
0.2936,6149.54,1082.86,324.1,2443.5,0.0
0.2937,6151.26,1081.83,323.67,2443.24,0.0
0.2938,6152.75,1081.0,323.29,2442.96,0.01
0.2939,6154.22,1080.17,322.87,2442.74,0.0
0.294,6155.88,1079.25,322.39,2442.48,0.0
0.2941,6157.97,1077.83,322.0,2442.2,0.01
0.2942,6159.6,1076.77,321.63,2442.0,0.01
0.2943,6161.32,1075.8,321.11,2441.77,0.02
0.2944,6163.12,1074.74,320.55,2441.59,0.03
0.2945,6164.61,1073.72,320.3,2441.37,0.0
0.2946,6166.4,1072.89,319.7,2441.01,0.0
0.2947,6168.03,1071.89,319.27,2440.81,0.01
0.2948,6169.78,1070.86,318.79,2440.57,0.01
0.2949,6171.3,1069.93,318.46,2440.31,0.0
0.295,6172.91,1069.13,317.92,2440.04,0.0
0.2951,6174.64,1067.96,317.58,2439.82,0.01
0.2952,6176.43,1067.05,317.04,2439.48,0.01
0.2953,6178.08,1066.08,316.51,2439.33,0.05
0.2954,6179.73,1064.97,316.19,2439.11,0.01
0.2955,6181.38,1063.98,315.79,2438.85,0.0
0.2956,6183.01,1063.2,315.22,2438.57,0.01
0.2957,6184.87,1062.11,314.68,2438.34,0.01
0.2958,6186.54,1061.22,314.22,2438.02,0.0
0.2959,6188.3,1060.26,313.66,2437.78,0.0
0.296,6189.7,1059.46,313.25,2437.59,0.02
0.2961,6191.5,1058.37,312.87,2437.26,0.0
0.2962,6193.21,1057.58,312.27,2436.94,0.0
0.2963,6194.84,1056.75,311.75,2436.66,0.0
0.2964,6196.25,1055.93,311.33,2436.49,0.0
0.2965,6197.88,1054.92,310.92,2436.28,0.01
0.2966,6199.33,1054.17,310.44,2436.06,0.01
0.2967,6200.99,1053.23,309.85,2435.93,0.03
0.2968,6202.55,1052.3,309.43,2435.72,0.01
0.2969,6203.9,1051.42,309.1,2435.58,0.0
0.297,6205.61,1050.32,308.73,2435.34,0.0
0.2971,6207.18,1049.35,308.34,2435.13,0.03
0.2972,6209.01,1048.21,307.91,2434.87,0.0
0.2973,6210.45,1047.36,307.53,2434.66,0.01
0.2974,6212.15,1046.57,306.95,2434.33,0.0
0.2975,6213.77,1045.65,306.49,2434.09,0.0
0.2976,6215.33,1044.76,306.1,2433.81,0.02
0.2977,6217.13,1043.65,305.7,2433.52,0.0
0.2978,6218.75,1042.57,305.3,2433.38,0.03
0.2979,6220.37,1041.65,304.85,2433.13,0.0
0.298,6222.13,1040.68,304.35,2432.84,0.01
0.2981,6223.77,1039.71,303.96,2432.56,0.04
0.2982,6225.36,1038.75,303.51,2432.38,0.0
0.2983,6226.83,1038.02,303.03,2432.12,0.02
0.2984,6228.46,1037.0,302.66,2431.88,0.01
0.2985,6230.06,1035.96,302.34,2431.64,0.0
0.2986,6231.8,1034.84,301.95,2431.41,0.01
0.2987,6233.36,1034.01,301.51,2431.12,0.01
0.2988,6234.92,1033.04,301.11,2430.93,0.0
0.2989,6236.58,1032.06,300.67,2430.69,0.01
0.299,6237.89,1031.22,300.37,2430.52,0.03
0.2991,6239.43,1030.38,299.84,2430.35,0.01
0.2992,6241.03,1029.36,299.53,2430.08,0.01
0.2993,6242.79,1028.34,299.1,2429.77,0.0
0.2994,6244.37,1027.41,298.67,2429.55,0.04
0.2995,6246.22,1026.16,298.35,2429.27,0.01
0.2996,6247.88,1025.33,297.78,2429.01,0.0
0.2997,6249.75,1024.23,297.3,2428.72,0.0
0.2998,6251.36,1023.45,296.71,2428.48,0.0
0.2999,6253.09,1022.36,296.23,2428.32,0.02
0.3,6254.68,1021.52,295.74,2428.06,0.0
0.3001,6256.65,1020.35,295.22,2427.78,0.01
0.3002,6257.93,1019.68,294.74,2427.65,0.02
0.3003,6259.71,1018.57,294.32,2427.4,0.0
0.3004,6261.35,1017.66,293.84,2427.15,0.01
0.3005,6262.85,1016.81,293.4,2426.94,0.0
0.3006,6264.48,1015.79,293.03,2426.7,0.02
0.3007,6266.1,1015.09,292.39,2426.42,0.01
0.3008,6267.62,1014.28,291.91,2426.19,0.0
0.3009,6269.08,1013.49,291.55,2425.88,0.0
0.301,6270.68,1012.56,291.11,2425.65,0.0
0.3011,6272.35,1011.53,290.73,2425.39,0.01
0.3012,6273.89,1010.58,290.34,2425.19,0.01
0.3013,6275.63,1009.51,289.93,2424.93,0.01
0.3014,6277.51,1008.48,289.43,2424.58,0.0
0.3015,6279.12,1007.52,289.07,2424.29,0.0
0.3016,6280.51,1006.85,288.61,2424.03,0.0
0.3017,6282.2,1005.65,288.35,2423.8,0.0
0.3018,6283.76,1004.84,287.84,2423.56,0.0
0.3019,6285.43,1003.94,287.31,2423.32,0.01
0.302,6287.25,1002.86,286.87,2423.02,0.02
0.3021,6288.94,1001.88,286.4,2422.78,0.02
0.3022,6290.49,1000.86,286.06,2422.59,0.01
0.3023,6292.08,999.99,285.67,2422.26,0.0
0.3024,6293.49,999.24,285.28,2421.99,0.0
0.3025,6294.98,998.45,284.85,2421.72,0.01
0.3026,6296.3,997.85,284.31,2421.54,0.02
0.3027,6297.69,996.97,284.04,2421.3,0.01
0.3028,6299.01,996.35,283.54,2421.1,0.01
0.3029,6300.54,995.39,283.17,2420.9,0.0
0.303,6302.02,994.62,282.68,2420.68,0.02
0.3031,6303.27,993.96,282.29,2420.48,0.0
0.3032,6305.08,992.89,281.86,2420.17,0.01
0.3033,6306.54,992.12,281.42,2419.92,0.01
0.3034,6308.19,991.05,281.05,2419.71,0.03
0.3035,6309.4,990.49,280.63,2419.48,0.0
0.3036,6311.06,989.43,280.23,2419.28,0.01
0.3037,6312.43,988.64,279.9,2419.03,0.01
0.3038,6314.04,987.59,279.53,2418.84,0.01
0.3039,6315.56,986.66,279.1,2418.68,0.01
0.304,6317.02,986.01,278.62,2418.35,0.0
0.3041,6318.41,985.26,278.24,2418.09,0.0
0.3042,6320.08,984.19,277.84,2417.89,0.01
0.3043,6321.67,983.25,277.46,2417.62,0.01
0.3044,6323.34,982.25,277.04,2417.37,0.0
0.3045,6324.78,981.49,276.59,2417.14,0.0
0.3046,6326.45,980.52,276.1,2416.93,0.01
0.3047,6327.93,979.68,275.65,2416.74,0.01
0.3048,6329.55,978.55,275.32,2416.58,0.0
0.3049,6330.92,977.84,274.86,2416.38,0.0
0.305,6332.59,976.88,274.43,2416.1,0.01
0.3051,6334.23,975.65,274.16,2415.96,0.01
0.3052,6336.05,974.61,273.67,2415.67,0.0
0.3053,6337.66,973.73,273.17,2415.44,0.02
0.3054,6339.3,972.66,272.8,2415.24,0.04
0.3055,6340.78,971.77,272.44,2415.01,0.01
0.3056,6342.38,970.78,272.05,2414.79,0.01
0.3057,6343.98,969.74,271.66,2414.62,0.02
0.3058,6345.39,968.95,271.3,2414.36,0.0
0.3059,6346.72,968.34,270.8,2414.14,0.0
0.306,6348.17,967.57,270.37,2413.89,0.01
0.3061,6349.49,966.88,270.01,2413.62,0.01
0.3062,6351.13,965.82,269.62,2413.43,0.02
0.3063,6352.35,965.34,269.1,2413.21,0.01
0.3064,6353.95,964.25,268.79,2413.01,0.0
0.3065,6355.43,963.4,268.42,2412.75,0.01
0.3066,6356.72,962.7,267.99,2412.59,0.0
0.3067,6358.01,961.91,267.67,2412.41,0.0
0.3068,6359.45,961.08,267.36,2412.11,0.0
0.3069,6360.75,960.41,266.91,2411.93,0.01
0.307,6362.39,959.46,266.59,2411.56,0.0
0.3071,6363.88,958.61,266.18,2411.33,0.01
0.3072,6365.26,957.68,265.9,2411.16,0.0
0.3073,6366.54,956.8,265.59,2411.07,0.03
0.3074,6368.18,955.84,265.1,2410.88,0.0
0.3075,6369.69,954.95,264.7,2410.66,0.02
0.3076,6371.17,954.04,264.36,2410.43,0.0
0.3077,6372.44,953.29,264.02,2410.25,0.0
0.3078,6373.94,952.6,263.51,2409.95,0.0
0.3079,6375.46,951.64,263.16,2409.74,0.0
0.308,6376.67,951.16,262.64,2409.53,0.02
0.3081,6377.98,950.45,262.23,2409.34,0.01
0.3082,6379.4,949.64,261.83,2409.13,0.01
0.3083,6381.02,948.65,261.42,2408.91,0.01
0.3084,6382.46,947.91,260.96,2408.67,0.0
0.3085,6383.84,947.15,260.57,2408.44,0.01
0.3086,6385.11,946.55,260.12,2408.22,0.03
0.3087,6386.47,945.76,259.73,2408.04,0.01
0.3088,6388.08,944.79,259.35,2407.78,0.01
0.3089,6389.47,943.98,259.0,2407.55,0.0
0.309,6391.05,943.01,258.63,2407.31,0.01
0.3091,6392.74,941.95,258.32,2406.99,0.0
0.3092,6394.19,941.13,257.9,2406.78,0.01
0.3093,6395.65,940.32,257.53,2406.5,0.01
0.3094,6397.08,939.43,257.15,2406.34,0.0
0.3095,6398.63,938.46,256.79,2406.12,0.0
0.3096,6400.12,937.48,256.5,2405.9,0.0
0.3097,6401.42,936.71,256.14,2405.73,0.01
0.3098,6402.86,935.72,255.89,2405.53,0.0
0.3099,6404.4,934.75,255.59,2405.26,0.01
0.31,6405.85,934.03,255.12,2405.0,0.0
0.3101,6407.09,933.34,254.74,2404.83,0.0
0.3102,6408.67,932.27,254.47,2404.59,0.01
0.3103,6409.95,931.66,254.05,2404.34,0.01
0.3104,6411.41,930.72,253.74,2404.13,0.01
0.3105,6412.75,929.91,253.38,2403.96,0.02
0.3106,6414.11,929.1,253.09,2403.7,0.01
0.3107,6415.54,928.32,252.7,2403.44,0.0
0.3108,6416.95,927.67,252.19,2403.19,0.01
0.3109,6418.6,926.62,251.85,2402.93,0.01
0.311,6419.95,925.78,251.56,2402.71,0.01
0.3111,6421.52,924.81,251.25,2402.42,0.0
0.3112,6423.13,923.73,250.92,2402.22,0.0
0.3113,6424.62,922.67,250.59,2402.12,0.02
0.3114,6425.98,921.87,250.24,2401.91,0.02
0.3115,6427.26,921.08,249.91,2401.75,0.0
0.3116,6428.61,920.31,249.5,2401.58,0.02
0.3117,6430.07,919.45,249.07,2401.41,0.01
0.3118,6431.48,918.68,248.73,2401.11,0.0
0.3119,6432.95,917.84,248.41,2400.8,0.0
0.312,6434.07,917.44,247.86,2400.63,0.01
0.3121,6435.45,916.7,247.42,2400.43,0.01
0.3122,6436.79,915.86,247.08,2400.27,0.0
0.3123,6438.14,915.1,246.75,2400.01,0.03
0.3124,6439.48,914.41,246.39,2399.72,0.0
0.3125,6440.94,913.36,246.15,2399.55,0.0
0.3126,6442.42,912.57,245.71,2399.3,0.01
0.3127,6443.9,911.7,245.35,2399.05,0.0
0.3128,6445.17,910.88,245.09,2398.86,0.02
0.3129,6446.65,910.06,244.72,2398.57,0.0
0.313,6447.98,909.33,244.42,2398.27,0.03
0.3131,6449.27,908.55,244.08,2398.1,0.0
0.3132,6450.84,907.72,243.66,2397.78,0.0
0.3133,6452.05,907.12,243.25,2397.58,0.02
0.3134,6453.53,906.17,242.95,2397.35,0.0
0.3135,6454.87,905.33,242.62,2397.18,0.01
0.3136,6456.21,904.72,242.19,2396.88,0.0
0.3137,6457.51,903.99,241.81,2396.69,0.0
0.3138,6459.04,903.22,241.31,2396.43,0.0
0.3139,6460.39,902.49,240.96,2396.16,0.0
0.314,6461.61,901.86,240.59,2395.94,0.01
0.3141,6463.0,901.09,240.22,2395.69,0.02
0.3142,6464.38,900.42,239.84,2395.36,0.02
0.3143,6465.7,899.64,239.58,2395.08,0.0
0.3144,6466.94,898.87,239.28,2394.91,0.02
0.3145,6468.12,898.31,238.98,2394.59,0.0
0.3146,6469.88,897.12,238.66,2394.34,0.01
0.3147,6471.36,896.28,238.27,2394.09,0.01
0.3148,6472.96,895.2,237.96,2393.88,0.0
0.3149,6474.36,894.43,237.59,2393.62,0.02
0.315,6475.82,893.44,237.33,2393.41,0.01
0.3151,6477.28,892.46,237.03,2393.23,0.0
0.3152,6478.79,891.58,236.66,2392.97,0.01
0.3153,6480.17,890.74,236.35,2392.74,0.02
0.3154,6481.44,889.9,236.04,2392.62,0.0
0.3155,6482.68,889.14,235.71,2392.47,0.02
0.3156,6484.12,888.27,235.42,2392.19,0.0
0.3157,6485.38,887.54,235.09,2391.99,0.01
0.3158,6486.85,886.54,234.86,2391.75,0.0
0.3159,6488.1,885.76,234.62,2391.52,0.01
